observation_date,source,instrument_id,settlement_price,dv01_usd_per_bp
2022-08-01,ERIS,ERIS-YIW-202209,96.825,
2022-08-01,YAHOO,YAHOO-CONTINUOUS-ZF,113.8125,
2022-08-01,YAHOO,YAHOO-CONTINUOUS-ZT,105.203125,
2022-08-02,ERIS,ERIS-YIT-202206,95.1863,
2022-08-02,ERIS,ERIS-YIW-202209,95.935,
2022-08-02,YAHOO,YAHOO-CONTINUOUS-ZF,112.875,
2022-08-02,YAHOO,YAHOO-CONTINUOUS-ZT,104.89453125,
2022-08-03,ERIS,ERIS-YIT-202206,95.1118,
2022-08-03,ERIS,ERIS-YIW-202209,95.865,
2022-08-03,YAHOO,YAHOO-CONTINUOUS-ZF,112.8046875,
2022-08-03,YAHOO,YAHOO-CONTINUOUS-ZT,104.8359375,
2022-08-04,ERIS,ERIS-YIT-202206,95.2447,
2022-08-04,ERIS,ERIS-YIW-202209,96.325,
2022-08-04,YAHOO,YAHOO-CONTINUOUS-ZF,113.2734375,
2022-08-04,YAHOO,YAHOO-CONTINUOUS-ZT,104.984375,
2022-08-05,ERIS,ERIS-YIT-202206,94.8827,
2022-08-05,ERIS,ERIS-YIW-202209,95.42,
2022-08-05,YAHOO,YAHOO-CONTINUOUS-ZF,112.2890625,
2022-08-05,YAHOO,YAHOO-CONTINUOUS-ZT,104.57421875,
2022-08-08,ERIS,ERIS-YIT-202206,94.9414,
2022-08-08,ERIS,ERIS-YIW-202209,95.765,
2022-08-08,YAHOO,YAHOO-CONTINUOUS-ZF,112.5703125,
2022-08-08,YAHOO,YAHOO-CONTINUOUS-ZT,104.65625,
2022-08-09,ERIS,ERIS-YIT-202206,94.8248,
2022-08-09,ERIS,ERIS-YIW-202209,95.455,
2022-08-09,YAHOO,YAHOO-CONTINUOUS-ZF,112.2265625,
2022-08-09,YAHOO,YAHOO-CONTINUOUS-ZT,104.546875,
2022-08-10,ERIS,ERIS-YIT-202206,94.9314,
2022-08-10,ERIS,ERIS-YIW-202209,95.69,
2022-08-10,YAHOO,YAHOO-CONTINUOUS-ZF,112.5546875,
2022-08-10,YAHOO,YAHOO-CONTINUOUS-ZT,104.6953125,
2022-08-11,ERIS,ERIS-YIT-202206,94.8629,
2022-08-11,ERIS,ERIS-YIW-202209,95.335,
2022-08-11,YAHOO,YAHOO-CONTINUOUS-ZF,112.296875,
2022-08-11,YAHOO,YAHOO-CONTINUOUS-ZT,104.6640625,
2022-08-12,ERIS,ERIS-YIT-202206,94.801,
2022-08-12,ERIS,ERIS-YIW-202209,95.365,
2022-08-12,YAHOO,YAHOO-CONTINUOUS-ZF,112.2890625,
2022-08-12,YAHOO,YAHOO-CONTINUOUS-ZT,104.62109375,
2022-08-15,ERIS,ERIS-YIT-202206,94.8924,
2022-08-15,ERIS,ERIS-YIW-202209,95.7,
2022-08-15,YAHOO,YAHOO-CONTINUOUS-ZF,112.5625,
2022-08-15,YAHOO,YAHOO-CONTINUOUS-ZT,104.71484375,
2022-08-16,ERIS,ERIS-YIT-202206,94.8265,
2022-08-16,ERIS,ERIS-YIW-202209,95.535,
2022-08-16,YAHOO,YAHOO-CONTINUOUS-ZF,112.328125,
2022-08-16,YAHOO,YAHOO-CONTINUOUS-ZT,104.62109375,
2022-08-17,ERIS,ERIS-YIT-202209,97.3937,
2022-08-17,ERIS,ERIS-YIW-202209,95.105,
2022-08-17,YAHOO,YAHOO-CONTINUOUS-ZF,111.921875,
2022-08-17,YAHOO,YAHOO-CONTINUOUS-ZT,104.53125,
2022-08-18,ERIS,ERIS-YIT-202209,97.4575,
2022-08-18,ERIS,ERIS-YIW-202209,95.18,
2022-08-18,YAHOO,YAHOO-CONTINUOUS-ZF,112.015625,
2022-08-18,YAHOO,YAHOO-CONTINUOUS-ZT,104.62890625,
2022-08-19,ERIS,ERIS-YIT-202209,97.3875,
2022-08-19,ERIS,ERIS-YIW-202209,94.8,
2022-08-19,YAHOO,YAHOO-CONTINUOUS-ZF,111.65625,
2022-08-19,YAHOO,YAHOO-CONTINUOUS-ZT,104.59765625,
2022-08-22,ERIS,ERIS-YIT-202209,97.1862,
2022-08-22,ERIS,ERIS-YIW-202209,94.455,
2022-08-22,YAHOO,YAHOO-CONTINUOUS-ZF,111.3359375,
2022-08-22,YAHOO,YAHOO-CONTINUOUS-ZT,104.47265625,
2022-08-23,ERIS,ERIS-YIT-202209,97.2625,
2022-08-23,ERIS,ERIS-YIW-202209,94.45,
2022-08-23,YAHOO,YAHOO-CONTINUOUS-ZF,111.375,
2022-08-23,YAHOO,YAHOO-CONTINUOUS-ZT,104.5703125,
2022-08-24,ERIS,ERIS-YIT-202209,97.1812,
2022-08-24,ERIS,ERIS-YIW-202209,94.235,
2022-08-24,YAHOO,YAHOO-CONTINUOUS-ZF,111.1640625,
2022-08-24,YAHOO,YAHOO-CONTINUOUS-ZT,104.45703125,
2022-08-25,ERIS,ERIS-YIT-202209,97.2062,
2022-08-25,ERIS,ERIS-YIW-202209,94.415,
2022-08-25,YAHOO,YAHOO-CONTINUOUS-ZF,111.359375,
2022-08-25,YAHOO,YAHOO-CONTINUOUS-ZT,104.4453125,
2022-08-26,ERIS,ERIS-YIT-202209,97.165,
2022-08-26,ERIS,ERIS-YIW-202209,94.235,
2022-08-26,YAHOO,YAHOO-CONTINUOUS-ZF,111.1953125,
2022-08-26,YAHOO,YAHOO-CONTINUOUS-ZT,104.390625,
2022-08-29,ERIS,ERIS-YIT-202209,97.0712,
2022-08-29,ERIS,ERIS-YIW-202209,93.895,
2022-08-29,YAHOO,YAHOO-CONTINUOUS-ZF,110.8515625,
2022-08-29,YAHOO,YAHOO-CONTINUOUS-ZT,104.3203125,
2022-08-30,ERIS,ERIS-YIT-202209,96.9862,
2022-08-30,ERIS,ERIS-YIW-202209,93.815,
2022-08-30,YAHOO,YAHOO-CONTINUOUS-ZF,110.7890625,
2022-08-30,YAHOO,YAHOO-CONTINUOUS-ZT,104.234375,
2022-08-31,ERIS,ERIS-YIT-202209,97.005,
2022-08-31,ERIS,ERIS-YIW-202209,93.81,
2022-08-31,YAHOO,YAHOO-CONTINUOUS-ZF,110.78125,
2022-08-31,YAHOO,YAHOO-CONTINUOUS-ZT,104.27734375,
2022-09-01,ERIS,ERIS-YIT-202209,96.8825,
2022-09-01,ERIS,ERIS-YIW-202209,93.295,
2022-09-01,YAHOO,YAHOO-CONTINUOUS-ZF,110.3203125,
2022-09-01,YAHOO,YAHOO-CONTINUOUS-ZT,104.16015625,
2022-09-02,ERIS,ERIS-YIT-202209,97.1275,
2022-09-02,ERIS,ERIS-YIW-202209,93.8,
2022-09-02,YAHOO,YAHOO-CONTINUOUS-ZF,110.859375,
2022-09-02,YAHOO,YAHOO-CONTINUOUS-ZT,104.38671875,
2022-09-06,ERIS,ERIS-YIT-202209,96.895,
2022-09-06,ERIS,ERIS-YIW-202209,93.15,
2022-09-06,YAHOO,YAHOO-CONTINUOUS-ZF,110.2265625,
2022-09-06,YAHOO,YAHOO-CONTINUOUS-ZT,104.16796875,
2022-09-07,ERIS,ERIS-YIT-202209,97.0062,
2022-09-07,ERIS,ERIS-YIW-202209,93.545,
2022-09-07,YAHOO,YAHOO-CONTINUOUS-ZF,110.5859375,
2022-09-07,YAHOO,YAHOO-CONTINUOUS-ZT,104.2578125,
2022-09-08,ERIS,ERIS-YIT-202209,96.955,
2022-09-08,ERIS,ERIS-YIW-202209,93.4,
2022-09-08,YAHOO,YAHOO-CONTINUOUS-ZF,110.4140625,
2022-09-08,YAHOO,YAHOO-CONTINUOUS-ZT,104.16015625,
2022-09-09,ERIS,ERIS-YIT-202209,96.8212,
2022-09-09,ERIS,ERIS-YIW-202209,93.18,
2022-09-09,YAHOO,YAHOO-CONTINUOUS-ZF,110.1875,
2022-09-09,YAHOO,YAHOO-CONTINUOUS-ZT,104.03125,
2022-09-12,ERIS,ERIS-YIT-202209,96.82,
2022-09-12,ERIS,ERIS-YIW-202209,93.115,
2022-09-12,YAHOO,YAHOO-CONTINUOUS-ZF,110.1796875,
2022-09-12,YAHOO,YAHOO-CONTINUOUS-ZT,104.02734375,
2022-09-13,ERIS,ERIS-YIT-202209,96.4187,
2022-09-13,ERIS,ERIS-YIW-202209,92.53,
2022-09-13,YAHOO,YAHOO-CONTINUOUS-ZF,109.515625,
2022-09-13,YAHOO,YAHOO-CONTINUOUS-ZT,103.66796875,
2022-09-14,ERIS,ERIS-YIT-202209,96.325,
2022-09-14,ERIS,ERIS-YIW-202209,92.49,
2022-09-14,YAHOO,YAHOO-CONTINUOUS-ZF,109.46875,
2022-09-14,YAHOO,YAHOO-CONTINUOUS-ZT,103.6328125,
2022-09-15,ERIS,ERIS-YIT-202209,96.1462,
2022-09-15,ERIS,ERIS-YIW-202209,92.12,
2022-09-15,YAHOO,YAHOO-CONTINUOUS-ZF,109.1328125,
2022-09-15,YAHOO,YAHOO-CONTINUOUS-ZT,103.453125,
2022-09-16,ERIS,ERIS-YIT-202209,96.2162,
2022-09-16,ERIS,ERIS-YIW-202209,92.3219,
2022-09-16,YAHOO,YAHOO-CONTINUOUS-ZF,109.359375,
2022-09-16,YAHOO,YAHOO-CONTINUOUS-ZT,103.51171875,
2022-09-19,ERIS,ERIS-YIT-202209,96.0936,
2022-09-19,ERIS,ERIS-YIW-202209,91.9829,
2022-09-19,YAHOO,YAHOO-CONTINUOUS-ZF,109.03125,
2022-09-19,YAHOO,YAHOO-CONTINUOUS-ZT,103.35546875,
2022-09-20,ERIS,ERIS-YIT-202209,96.064,
2022-09-20,ERIS,ERIS-YIW-202209,91.7293,
2022-09-20,YAHOO,YAHOO-CONTINUOUS-ZF,108.8046875,
2022-09-20,YAHOO,YAHOO-CONTINUOUS-ZT,103.33203125,
2022-09-21,ERIS,ERIS-YIT-202209,95.977,
2022-09-21,ERIS,ERIS-YIW-202209,91.8382,
2022-09-21,YAHOO,YAHOO-CONTINUOUS-ZF,109.046875,
2022-09-21,YAHOO,YAHOO-CONTINUOUS-ZT,103.29296875,
2022-09-22,ERIS,ERIS-YIT-202209,95.7265,
2022-09-22,ERIS,ERIS-YIW-202209,91.0803,
2022-09-22,YAHOO,YAHOO-CONTINUOUS-ZF,108.0625,
2022-09-22,YAHOO,YAHOO-CONTINUOUS-ZT,102.9921875,
2022-09-23,ERIS,ERIS-YIT-202209,95.5858,
2022-09-23,ERIS,ERIS-YIW-202209,90.8845,
2022-09-23,YAHOO,YAHOO-CONTINUOUS-ZF,107.7890625,
2022-09-23,YAHOO,YAHOO-CONTINUOUS-ZT,102.85546875,
2022-09-26,ERIS,ERIS-YIT-202209,95.5124,
2022-09-26,ERIS,ERIS-YIW-202209,90.2454,
2022-09-26,YAHOO,YAHOO-CONTINUOUS-ZF,107.09375,
2022-09-26,YAHOO,YAHOO-CONTINUOUS-ZT,102.73046875,
2022-09-27,ERIS,ERIS-YIT-202209,95.6441,
2022-09-27,ERIS,ERIS-YIW-202209,90.2137,
2022-09-27,YAHOO,YAHOO-CONTINUOUS-ZF,106.9765625,
2022-09-27,YAHOO,YAHOO-CONTINUOUS-ZT,102.68359375,
2022-09-28,ERIS,ERIS-YIT-202209,96.0043,
2022-09-28,ERIS,ERIS-YIW-202209,91.2204,
2022-09-28,YAHOO,YAHOO-CONTINUOUS-ZF,108.234375,
2022-09-28,YAHOO,YAHOO-CONTINUOUS-ZT,103.09375,
2022-09-29,ERIS,ERIS-YIT-202209,95.918,
2022-09-29,ERIS,ERIS-YIW-202209,91.0284,
2022-09-29,YAHOO,YAHOO-CONTINUOUS-ZF,107.9453125,
2022-09-29,YAHOO,YAHOO-CONTINUOUS-ZT,103.06640625,
2022-09-30,ERIS,ERIS-YIT-202209,95.8505,
2022-09-30,ERIS,ERIS-YIW-202209,90.7259,
2022-09-30,YAHOO,YAHOO-CONTINUOUS-ZF,108.28125,
2022-09-30,YAHOO,YAHOO-CONTINUOUS-ZT,102.92578125,
2022-10-03,ERIS,ERIS-YIT-202209,95.9929,
2022-10-03,ERIS,ERIS-YIW-202209,91.3334,
2022-10-03,YAHOO,YAHOO-CONTINUOUS-ZF,108.1796875,
2022-10-03,YAHOO,YAHOO-CONTINUOUS-ZT,102.90234375,
2022-10-04,ERIS,ERIS-YIT-202209,96.0135,
2022-10-04,ERIS,ERIS-YIW-202209,91.6356,
2022-10-04,YAHOO,YAHOO-CONTINUOUS-ZF,108.375,
2022-10-04,YAHOO,YAHOO-CONTINUOUS-ZT,102.92578125,
2022-10-05,ERIS,ERIS-YIT-202209,95.9024,
2022-10-05,ERIS,ERIS-YIW-202209,91.0783,
2022-10-05,YAHOO,YAHOO-CONTINUOUS-ZF,107.84375,
2022-10-05,YAHOO,YAHOO-CONTINUOUS-ZT,102.8203125,
2022-10-06,ERIS,ERIS-YIT-202209,95.7369,
2022-10-06,ERIS,ERIS-YIW-202209,90.7362,
2022-10-06,YAHOO,YAHOO-CONTINUOUS-ZF,107.390625,
2022-10-06,YAHOO,YAHOO-CONTINUOUS-ZT,102.625,
2022-10-07,ERIS,ERIS-YIT-202209,95.5776,
2022-10-07,ERIS,ERIS-YIW-202209,90.3985,
2022-10-07,YAHOO,YAHOO-CONTINUOUS-ZF,107.0625,
2022-10-07,YAHOO,YAHOO-CONTINUOUS-ZT,102.515625,
2022-10-10,ERIS,ERIS-YIT-202209,95.5848,
2022-10-10,ERIS,ERIS-YIW-202209,90.4049,
2022-10-10,YAHOO,YAHOO-CONTINUOUS-ZF,106.859375,
2022-10-10,YAHOO,YAHOO-CONTINUOUS-ZT,102.47265625,
2022-10-11,ERIS,ERIS-YIT-202209,95.5718,
2022-10-11,ERIS,ERIS-YIW-202209,90.2895,
2022-10-11,YAHOO,YAHOO-CONTINUOUS-ZF,106.921875,
2022-10-11,YAHOO,YAHOO-CONTINUOUS-ZT,102.50390625,
